Rooms,Bathrooms,Floor Level,Year Built,View,Payment Method,Location,Amenities,Price_Numeric,Calculated_Price_Per_Meter,finishing_type,Type,price after 10 years
3.0,3 bathroom,1.0,1990.0,Outer,Cash,جزيرة العرب,C(BASICS),7500000.0,44117.65,superlux,Own,
3.0,2 bathroom,1.0,2025.0,Outer,Cash,مناطق فرعية بالزمالك,C(BASICS),28470360.0,113881.44,superlux,Own,
1.0,1 bathroom,2.0,2027.0,Inner,Installments,A Resort Community,C(BASICS),3416000.0,56000.0,superlux,Investment,5997000.0
1.0,1 bathroom,1.0,2027.0,Inner,Installments,A Modern Resort,C(BASICS),3245000.0,55000.0,superlux,Investment,5656000.0
1.0,1 bathroom,1.0,2026.0,Outer,Installments,A Location That,C(BASICS),3082000.0,48156.25,superlux,Own,
1.0,1 bathroom,4.0,2028.0,Outer,Cash or Installments,Zamoon Compound,B(Compound),2522250.0,42750.0,semi,Investment,5686000.0
1.0,1 bathroom,1.0,2026.0,Inner,Installments,The Trivana Resort,C(BASICS),3447600.0,53868.75,superlux,Own,
5.0,5 bathroom,1.0,2019.0,Outer,Cash,شارع سوريا,B(Compound),12700000.0,36285.71,superlux,Own,
3.0,2 bathroom,1.0,2019.0,Outer,Cash,مناطق فرعية بالزمالك,C(BASICS),28216000.0,112864.0,superlux,Own,
3.0,3 bathroom,8.0,2020.0,Outer,Cash,A Modern Building,C(BASICS),8500000.0,36956.52,superlux,Own,
1.0,1 bathroom,1.0,2026.0,Outer,Installments,Comfort: 64M² Apart,C(BASICS),2816000.0,44000.0,superlux,Own,
2.0,3 bathroom,1.0,2025.0,Outer,Cash,L'Avenir Compound,B(Compound),3300000.0,25384.62,semi,Own,
3.0,2 bathroom,1.0,2020.0,Inner,Cash,دار مصر القرنفل,C(BASICS),3750000.0,28846.15,superlux,Own,
3.0,3 bathroom,1.0,2020.0,Outer,Cash,سنتر فيل,C(BASICS),19000000.0,79166.67,superlux,Own,
1.0,1 bathroom,1.0,2026.0,Outer,Installments,A Fully Integrated,C(BASICS),2816000.0,44000.0,superlux,Own,
3.0,3 bathroom,3.0,2025.0,Outer,Cash,A Private Building,C(BASICS),3300000.0,17837.84,superlux,Own,
3.0,3 bathroom,6.0,2025.0,Inner,Cash,Oia Compound,B(Compound),6000000.0,36363.64,semi,Own,
2.0,1 bathroom,1.0,2026.0,Inner,Installments,A Luxury Resort,C(BASICS),3519000.0,51000.0,superlux,Own,
1.0,1 bathroom,1.0,2026.0,Outer,Installments,The First To,C(BASICS),2948000.0,46062.5,superlux,Own,
1.0,1 bathroom,1.0,2027.0,Inner,Installments,A Modern Resort,C(BASICS),3294000.0,54000.0,superlux,Investment,5733000.0
1.0,1 bathroom,1.0,2026.0,Outer,Installments,Trivana,C(BASICS),2948000.0,46062.5,superlux,Own,
3.0,2 bathroom,7.0,2015.0,Inner,Cash,Smouha Pharmacists Compound,B(Compound),6800000.0,37569.06,superlux,Own,
2.0,1 bathroom,1.0,2027.0,Inner,Installments,A Full Service,C(BASICS),4232000.0,46000.0,superlux,Investment,7464000.0
1.0,1 bathroom,1.0,2027.0,Inner,Installments,A Resort Community,C(BASICS),2970000.0,54000.0,superlux,Investment,5185000.0
1.0,1 bathroom,1.0,2026.0,Outer,Installments,A Strategic Location,C(BASICS),2904000.0,46095.24,superlux,Own,
2.0,1 bathroom,1.0,2027.0,Inner,Installments,A Premium Resort,C(BASICS),4232000.0,46000.0,superlux,Investment,7477000.0
1.0,1 bathroom,1.0,2027.0,Inner,Installments,A Full Service,C(BASICS),3024000.0,54000.0,superlux,Investment,5302000.0
3.0,3 bathroom,1.0,2018.0,Outer,Cash,ميدان فيني,C(BASICS),5000000.0,22727.27,without,Own,
1.0,1 bathroom,1.0,2027.0,Inner,Installments,A Resort Community,C(BASICS),2808000.0,54000.0,superlux,Investment,4882000.0
3.0,3 bathroom,3.0,2010.0,Outer,Cash,Smouha (Police Compound),B(Compound),8200000.0,36444.44,superlux,Own,
1.0,1 bathroom,1.0,2025.0,Outer,Installments,قلب الأحياء منتجع,C(BASICS),3750000.0,50000.0,superlux,Own,
1.0,1 bathroom,1.0,2027.0,Inner,Installments,A Full Service,C(BASICS),2310000.0,55000.0,superlux,Investment,3999000.0
2.0,1 bathroom,1.0,2027.0,Inner,Installments,A Full Service,B(Compound),4692000.0,46000.0,superlux,Investment,11317000.0
1.0,1 bathroom,1.0,2027.0,Inner,Installments,A Modern Resort,C(BASICS),3465000.0,55000.0,superlux,Investment,6031000.0
1.0,1 bathroom,1.0,2027.0,Inner,Installments,A Modern Resort,C(BASICS),3186000.0,54000.0,superlux,Investment,5571000.0
3.0,1 bathroom,1.0,2027.0,Inner,Installments,A Full Service,C(BASICS),5830000.0,55000.0,superlux,Investment,10303000.0
1.0,1 bathroom,1.0,2028.0,Outer,Installments,One Destination,C(BASICS),3480000.0,51176.47,superlux,Investment,5809000.0
2.0,3 bathroom,3.0,2028.0,Inner,Installments,Zed West Or,C(BASICS),15200000.0,110948.91,superlux,Investment,26777000.0
3.0,2 bathroom,4.0,2015.0,Outer,Cash,El Mahmoudya Road,C(BASICS),5000000.0,27777.78,superlux,Own,
1.0,1 bathroom,1.0,2027.0,Inner,Installments,A Luxury Resort,C(BASICS),3465000.0,55000.0,superlux,Investment,6145000.0
2.0,2 bathroom,12.0,2020.0,Outer,Cash,شارع مصدق,C(BASICS),6300000.0,48461.54,superlux,Own,
4.0,4 bathroom,1.0,1990.0,Outer,Cash,مناطق فرعية بالمهندسين,B(Compound),9000000.0,36000.0,superlux,Own,
2.0,2 bathroom,2.0,2025.0,Outer,Cash,New Narges,C(BASICS),3000000.0,14218.01,semi,Own,
2.0,2 bathroom,2.0,2028.0,Outer,Cash or Installments,Rovan Views Compound,B(Compound),6285000.0,54652.17,semi,Investment,14343000.0
2.0,2 bathroom,2.0,2029.0,Outer,Cash or Installments,Rovan City,B(Compound),5194000.0,49000.0,semi,Investment,11749000.0
3.0,3 bathroom,1.0,2025.0,Inner,Cash,Street 1,C(BASICS),10500000.0,45851.53,superlux,Own,
3.0,3 bathroom,4.0,2025.0,Inner,Cash,Mountain View Icity,B(Compound),5750000.0,39655.17,without,Own,
3.0,2 bathroom,1.0,2026.0,Outer,Cash or Installments,بيت الوطن,C(BASICS),3400000.0,19101.12,semi,Own,
2.0,2 bathroom,2.0,2029.0,Outer,Cash or Installments,Coy Compound,B(Compound),5527800.0,49800.0,superlux,Investment,12936000.0
2.0,1 bathroom,5.0,1998.0,Outer,Cash,Kafr Tohormos Rd,C(BASICS),750000.0,6818.18,superlux,Own,
2.0,1 bathroom,1.0,2025.0,Outer,Installments,قلب الأحياء موقع,C(BASICS),4028000.0,53000.0,superlux,Own,
3.0,3 bathroom,3.0,2029.0,Inner,Installments,Darvell Residence Compound,B(Compound),4573800.0,29700.0,semi,Investment,10714000.0
2.0,2 bathroom,2.0,2027.0,Outer,Cash or Installments,Bahja Residence,C(BASICS),5718000.0,48050.42,semi,Investment,9362000.0
3.0,3 bathroom,6.0,2025.0,Inner,Cash,Oia New Capital,B(Compound),4800000.0,25945.95,semi,Own,
3.0,4 bathroom,5.0,2025.0,Inner,Cash,تاج ستي,B(Compound),8500000.0,46703.3,without,Own,
3.0,3 bathroom,3.0,2025.0,Inner,Cash,الرحاب – المرحلة,C(BASICS),7100000.0,59663.87,superlux,Own,
1.0,1 bathroom,2.0,2025.0,Outer,Cash,Street 31,C(BASICS),650000.0,16250.0,superlux,Own,
3.0,2 bathroom,13.0,2012.0,Inner,Cash,Sidi Gaber With,B(Compound),5100000.0,31875.0,superlux,Own,
3.0,1 bathroom,1.0,2027.0,Inner,Installments,A Luxury Resort,C(BASICS),6251000.0,47000.0,superlux,Investment,10927000.0
3.0,3 bathroom,3.0,2027.0,Inner,Installments,Taj City,B(Compound),9585000.0,61050.96,without,Investment,21278000.0
4.0,3 bathroom,4.0,2025.0,Outer,Cash or Installments,The Third Area,C(BASICS),6500000.0,29279.28,semi,Own,
1.0,1 bathroom,1.0,2026.0,Outer,Installments,The Trivana Resort,C(BASICS),3933000.0,48555.56,superlux,Own,
3.0,3 bathroom,2.0,2026.0,Inner,Installments,كمبوند مبني امام,B(Compound),9165000.0,46522.84,without,Own,
3.0,2 bathroom,3.0,2025.0,Inner,Cash,العاصمه الاداريه استلام,C(BASICS),5900000.0,27699.53,superlux,Own,
2.0,2 bathroom,2.0,2029.0,Outer,Cash or Installments,Red Future City,B(Compound),8040000.0,67000.0,superlux,Investment,18867000.0
3.0,3 bathroom,1.0,2019.0,Outer,Cash,شارع سليمان الحلبي,C(BASICS),8650000.0,38444.44,superlux,Own,
3.0,3 bathroom,2.0,2020.0,Outer,Cash,كمبوند ماونتن فيو,B(Compound),19500000.0,81250.0,superlux,Own,
3.0,3 bathroom,5.0,2025.0,Inner,Cash,Madinaty,C(BASICS),9200000.0,43601.9,superlux,Own,
3.0,3 bathroom,2.0,2028.0,Outer,Cash,المربع الذهبي,C(BASICS),3609300.0,22700.0,without,Investment,5510000.0
3.0,2 bathroom,2.0,2018.0,Inner,Installments,Wesal Views,B(Compound),7683000.0,45194.12,superlux,Own,
3.0,2 bathroom,9.0,2025.0,Outer,Cash,شارع الزهراء,C(BASICS),7000000.0,48275.86,superlux,Own,
3.0,1 bathroom,1.0,2027.0,Outer,Installments,A Modern Resort,C(BASICS),5452000.0,47000.0,superlux,Investment,9305000.0
3.0,2 bathroom,7.0,2025.0,Outer,Cash,شارع رقم 1,C(BASICS),6500000.0,48872.18,superlux,Own,
2.0,1 bathroom,3.0,2020.0,Outer,Cash,Other Neighborhoods In,C(BASICS),2150000.0,30714.29,superlux,Own,
4.0,3 bathroom,3.0,2016.0,Inner,Cash,القرنفل فيلات _,C(BASICS),6000000.0,26666.67,superlux,Own,
3.0,1 bathroom,2.0,2020.0,Outer,Cash or Installments,طريق الواحات,C(BASICS),2400000.0,20869.57,superlux,Own,
1.0,1 bathroom,1.0,2027.0,Inner,Installments,A Modern Resort,C(BASICS),2970000.0,54000.0,superlux,Investment,5182000.0
5.0,4 bathroom,4.0,2020.0,Outer,Cash,Cleopatra St.,B(Compound),18500000.0,41111.11,superlux,Own,
2.0,1 bathroom,1.0,2027.0,Outer,Installments,A Full Service,C(BASICS),4536000.0,54000.0,superlux,Investment,7607000.0
2.0,1 bathroom,2.0,2021.0,Outer,Cash,B12 M,C(BASICS),3390000.0,47746.48,superlux,Own,
1.0,1 bathroom,1.0,2027.0,Inner,Installments,A Private Resort,C(BASICS),2970000.0,54000.0,superlux,Investment,5205000.0
2.0,1 bathroom,1.0,2025.0,Inner,Installments,Hurghada,C(BASICS),6637320.0,71369.03,superlux,Own,
1.0,1 bathroom,1.0,2027.0,Inner,Installments,A Premium Resort,C(BASICS),2970000.0,54000.0,superlux,Investment,5186000.0
1.0,1 bathroom,1.0,2027.0,Inner,Installments,A Modern Resort,C(BASICS),3520000.0,55000.0,superlux,Investment,6150000.0
3.0,1 bathroom,1.0,2027.0,Inner,Installments,A Luxury Resort,C(BASICS),6264000.0,54000.0,superlux,Investment,10943000.0
4.0,3 bathroom,7.0,2025.0,Outer,Cash,شارع كورنيش النيل,B(Compound),32391245.0,101222.64,superlux,Own,
3.0,2 bathroom,3.0,2024.0,Outer,Cash,المجاوره الثالثه,C(BASICS),6000000.0,30769.23,superlux,Own,
2.0,1 bathroom,3.0,2019.0,Outer,Cash,الشيخ زايد,C(BASICS),3250000.0,25000.0,superlux,Own,
1.0,1 bathroom,1.0,2027.0,Inner,Installments,A Full Service,C(BASICS),2090000.0,55000.0,superlux,Investment,3715000.0
3.0,2 bathroom,1.0,2025.0,Outer,Cash,مناطق فرعية بالحي,C(BASICS),7800000.0,37142.86,superlux,Own,
2.0,1 bathroom,1.0,2026.0,Outer,Installments,A Prime Location,C(BASICS),3344000.0,44000.0,superlux,Own,
1.0,1 bathroom,1.0,2025.0,Outer,Installments,Al Ahyaa,C(BASICS),3672000.0,51000.0,superlux,Own,
3.0,2 bathroom,2.0,2017.0,Outer,Cash,البنفسج 3,C(BASICS),8500000.0,38636.36,superlux,Own,
3.0,2 bathroom,3.0,2025.0,Outer,Cash,Almaqsad Park,B(Compound),3810000.0,24267.52,superlux,Own,
1.0,1 bathroom,1.0,2025.0,Outer,Installments,Al Ahyaa,C(BASICS),3600000.0,50000.0,superlux,Own,
1.0,1 bathroom,1.0,2025.0,Inner,Installments,Al Ahyaa,C(BASICS),3465000.0,45000.0,superlux,Own,
2.0,2 bathroom,2.0,2025.0,Outer,Cash,Almaqsad Park,B(Compound),3724000.0,23569.62,superlux,Own,
3.0,2 bathroom,3.0,2020.0,Outer,Cash,Compound Al Maqsed,B(Compound),2900000.0,23966.94,superlux,Own,
2.0,3 bathroom,2.0,2030.0,Outer,Cash or Installments,كمبوند ويست دايز,B(Compound),6681339.0,55677.82,semi,Investment,15046000.0
1.0,1 bathroom,1.0,2025.0,Outer,Installments,Al Ahyaa,C(BASICS),3294000.0,54000.0,superlux,Own,
1.0,1 bathroom,1.0,2025.0,Outer,Installments,Al Ahyaa,C(BASICS),3402000.0,54000.0,superlux,Own,
2.0,1 bathroom,1.0,2027.0,Inner,Installments,A Resort Lifestyle,C(BASICS),4515000.0,43000.0,superlux,Investment,8035000.0
3.0,2 bathroom,3.0,2010.0,Outer,Cash,Beverly Hills Compound,B(Compound),7250000.0,48333.33,superlux,Own,
3.0,3 bathroom,3.0,2025.0,Inner,Cash,L'Avenir Compound,B(Compound),5400000.0,33750.0,superlux,Own,
1.0,1 bathroom,1.0,2025.0,Outer,Installments,Al Ahyaa,C(BASICS),3348000.0,54000.0,superlux,Own,
1.0,1 bathroom,1.0,2025.0,Outer,Installments,Al Ahyaa,C(BASICS),3763000.0,53000.0,superlux,Own,
3.0,2 bathroom,1.0,2024.0,Inner,Cash,El Yasmeen 8,C(BASICS),9000000.0,40909.09,superlux,Own,
2.0,1 bathroom,1.0,2025.0,Outer,Installments,Al Ahyaa,C(BASICS),5304000.0,52000.0,superlux,Own,
1.0,1 bathroom,1.0,2025.0,Outer,Installments,Al Ahyaa,C(BASICS),2968000.0,53000.0,superlux,Own,
2.0,2 bathroom,1.0,2019.0,Outer,Cash,Other Neighborhoods In,C(BASICS),29157000.0,126769.57,superlux,Own,
3.0,3 bathroom,2.0,2026.0,Outer,Installments,Hydepark Very Hot,B(Compound),8600000.0,49710.98,without,Own,
3.0,2 bathroom,4.0,2025.0,Inner,Cash,One Kattameya Compound,B(Compound),5200000.0,24644.55,semi,Own,
3.0,3 bathroom,2.0,2025.0,Inner,Cash,The Address East,C(BASICS),7400000.0,43274.85,superlux,Own,
1.0,1 bathroom,1.0,2025.0,Inner,Installments,Al Ahyaa,C(BASICS),3074000.0,53000.0,superlux,Own,
3.0,3 bathroom,1.0,2026.0,Outer,Cash or Installments,Bait El Watan,C(BASICS),4070000.0,18930.23,semi,Own,
1.0,1 bathroom,1.0,2025.0,Inner,Installments,Al Ahyaa,B(Compound),3074000.0,53000.0,superlux,Own,
1.0,1 bathroom,1.0,2025.0,Inner,Installments,Al Ahyaa,C(BASICS),4400000.0,55000.0,superlux,Own,
3.0,2 bathroom,2.0,2029.0,Inner,Installments,Noor City Over,B(Compound),8150000.0,68487.39,superlux,Investment,19775000.0
1.0,1 bathroom,1.0,2025.0,Inner,Installments,Al Ahyaa,C(BASICS),3740000.0,55000.0,superlux,Own,
3.0,1 bathroom,1.0,2027.0,Outer,Installments,A Full Service,C(BASICS),6251000.0,47000.0,superlux,Investment,10521000.0
3.0,1 bathroom,1.0,2027.0,Outer,Installments,A Resort Community,C(BASICS),6251000.0,47000.0,superlux,Investment,10488000.0
3.0,3 bathroom,4.0,2029.0,Inner,Installments,Noor Compound,B(Compound),11340000.0,77142.86,superlux,Investment,27543000.0
1.0,1 bathroom,1.0,2025.0,Outer,Installments,Al Ahyaa,C(BASICS),2703000.0,53000.0,superlux,Own,
3.0,1 bathroom,1.0,2027.0,Outer,Installments,A Fully Serviced,C(BASICS),6251000.0,47000.0,superlux,Investment,10478000.0
3.0,1 bathroom,1.0,2027.0,Inner,Installments,A Private Resort,C(BASICS),6157000.0,47000.0,superlux,Investment,10826000.0
3.0,1 bathroom,1.0,2029.0,Inner,Installments,Noor City,B(Compound),8600000.0,69918.7,superlux,Investment,20820000.0
3.0,3 bathroom,2.0,2029.0,Inner,Installments,Noor City Over,B(Compound),9100000.0,75206.61,superlux,Investment,22004000.0
1.0,1 bathroom,1.0,2025.0,Outer,Installments,Al Ahyaa,C(BASICS),2862000.0,53000.0,superlux,Own,
3.0,1 bathroom,2.0,2029.0,Inner,Installments,Noor City New,B(Compound),7900000.0,66386.55,superlux,Investment,19121000.0
3.0,2 bathroom,5.0,2008.0,Outer,Cash,كمبوند البارون سيتي,B(Compound),4650000.0,28703.7,superlux,Own,
2.0,2 bathroom,5.0,2027.0,Inner,Installments,Taj City,B(Compound),7576000.0,58276.92,without,Investment,16781000.0
2.0,1 bathroom,1.0,2025.0,Inner,Installments,Al Ahyaa,C(BASICS),4080000.0,51000.0,superlux,Own,
3.0,1 bathroom,1.0,2027.0,Outer,Installments,A Modern Resort,C(BASICS),6251000.0,47000.0,superlux,Investment,10504000.0
3.0,2 bathroom,4.0,2025.0,Outer,Cash or Installments,The Icon Compound,B(Compound),6900000.0,50000.0,semi,Own,
3.0,3 bathroom,1.0,2028.0,Outer,Cash or Installments,The Largest Smart,C(BASICS),3475100.0,20441.76,without,Investment,5350000.0
3.0,1 bathroom,1.0,2027.0,Inner,Cash or Installments,Muruj,B(Compound),8788000.0,52000.0,superlux,Investment,21282000.0
2.0,1 bathroom,1.0,2025.0,Outer,Cash or Installments,Fifth Settlement With,C(BASICS),5250000.0,50000.0,semi,Own,
3.0,1 bathroom,1.0,2027.0,Outer,Installments,A Premium Resort,B(Compound),6580000.0,47000.0,superlux,Investment,15377000.0
1.0,1 bathroom,1.0,2027.0,Outer,Installments,A Resort Community,B(Compound),2700000.0,54000.0,superlux,Investment,6347000.0
2.0,1 bathroom,1.0,2027.0,Inner,Installments,A Luxury Resort,C(BASICS),4554000.0,46000.0,superlux,Investment,8019000.0
1.0,1 bathroom,1.0,2025.0,Outer,Installments,قلب الأحياء موقع,C(BASICS),3672000.0,51000.0,superlux,Own,
2.0,2 bathroom,1.0,2023.0,Inner,Cash,Mountain View Hyde,B(Compound),7600000.0,53900.71,semi,Own,
3.0,2 bathroom,7.0,2016.0,Outer,Cash,شارع الامراء,C(BASICS),2999990.0,16216.16,superlux,Own,
1.0,1 bathroom,2.0,2029.0,Inner,Cash or Installments,La Verde Compound,B(Compound),3100000.0,39743.59,semi,Investment,7253000.0
1.0,1 bathroom,1.0,2029.0,Inner,Cash or Installments,Shababik Marquee Compound,B(Compound),4713286.0,67332.66,semi,Investment,11034000.0
1.0,1 bathroom,4.0,2026.0,Outer,Cash or Installments,Street 9,C(BASICS),3567000.0,87000.0,superlux,Own,
3.0,3 bathroom,4.0,2025.0,Inner,Cash,Rock Eden Compound,B(Compound),5010000.0,31312.5,superlux,Own,
4.0,3 bathroom,2.0,2025.0,Inner,Cash,American University Housing,C(BASICS),7350000.0,31012.66,semi,Own,
3.0,3 bathroom,2.0,2029.0,Inner,Cash or Installments,Ravie Compound,B(Compound),5678000.0,37853.33,without,Investment,12593000.0
3.0,3 bathroom,3.0,2025.0,Inner,Installments,الاندلس 2 بسعر,C(BASICS),5320000.0,27282.05,without,Own,
1.0,1 bathroom,1.0,2026.0,Outer,Cash or Installments,Other Neighborhoods In,C(BASICS),5313360.0,85699.35,superlux,Own,
3.0,1 bathroom,4.0,1990.0,Outer,Cash or Installments,Al Swissri A,C(BASICS),2700000.0,21428.57,superlux,Own,
3.0,3 bathroom,1.0,2017.0,Inner,Cash or Installments,Midtown Compound,B(Compound),15000000.0,61224.49,superlux,Own,
3.0,2 bathroom,6.0,2024.0,Outer,Cash or Installments,كمبوند الياسمين جاردنز,B(Compound),3210000.0,20062.5,semi,Own,
2.0,2 bathroom,1.0,2025.0,Outer,Cash,Marina West,C(BASICS),75000000.0,513698.63,superlux,Own,
2.0,2 bathroom,1.0,2019.0,Outer,Cash,كمبوند كريك بارك,B(Compound),1650000.0,12692.31,semi,Own,
3.0,3 bathroom,2.0,2010.0,Outer,Cash,شارع محمد يوسف,C(BASICS),12000000.0,40000.0,superlux,Own,
3.0,3 bathroom,4.0,2016.0,Outer,Cash,كمبوند أشجار دارنا,B(Compound),6000000.0,29702.97,superlux,Own,
2.0,1 bathroom,4.0,2017.0,Outer,Cash,Darna Compound,B(Compound),3300000.0,27500.0,superlux,Own,
1.0,1 bathroom,3.0,2025.0,Outer,Installments,كمبوند Crest –,B(Compound),4800000.0,60000.0,semi,Own,
3.0,2 bathroom,1.0,2019.0,Outer,Cash,دار مصر الأندلس,C(BASICS),3250000.0,25000.0,superlux,Own,
2.0,1 bathroom,2.0,2015.0,Outer,Cash,كمبوند دارنا,B(Compound),3000000.0,23076.92,superlux,Own,
3.0,3 bathroom,2.0,2025.0,Outer,Cash,التجمع الاول. كمبوند,B(Compound),4350000.0,31071.43,semi,Own,
1.0,1 bathroom,1.0,2025.0,Inner,Installments,Al Ahyaa,C(BASICS),3995000.0,47000.0,superlux,Own,
1.0,1 bathroom,1.0,2025.0,Inner,Installments,Al Ahyaa,B(Compound),3750000.0,50000.0,superlux,Own,
1.0,1 bathroom,4.0,2027.0,Inner,Installments,منطقة حيوية 53,C(BASICS),3021000.0,57000.0,superlux,Investment,5258000.0
3.0,2 bathroom,1.0,2020.0,Outer,Cash,الأندلس 1,C(BASICS),4200000.0,28000.0,superlux,Own,
3.0,3 bathroom,2.0,2025.0,Inner,Cash,التجمع الاول كمبوند,B(Compound),3800000.0,25333.33,superlux,Own,
3.0,3 bathroom,2.0,2020.0,Outer,Cash,Al Maqsed Compound,B(Compound),4000000.0,23529.41,superlux,Own,
3.0,3 bathroom,2.0,2028.0,Inner,Cash or Installments,The Sheikh Zayed,C(BASICS),13150000.0,82187.5,superlux,Investment,26885000.0
1.0,1 bathroom,1.0,2025.0,Inner,Installments,Al Ahyaa,C(BASICS),3750000.0,50000.0,superlux,Own,
5.0,4 bathroom,2.0,2021.0,Inner,Cash,My City,B(Compound),16700000.0,52187.5,superlux,Own,
1.0,1 bathroom,1.0,2025.0,Outer,Installments,Al Ahyaa,C(BASICS),3995000.0,47000.0,superlux,Own,
2.0,2 bathroom,3.0,2025.0,Outer,Cash or Installments,Sephora Heights Compound,B(Compound),9102000.0,82745.45,semi,Own,
3.0,3 bathroom,6.0,2022.0,Inner,Cash,My City,B(Compound),11000000.0,52884.62,superlux,Own,
3.0,2 bathroom,1.0,2025.0,Outer,Cash,Bait El Watan,C(BASICS),1600000.0,10666.67,superlux,Own,
2.0,2 bathroom,1.0,2024.0,Outer,Cash,Capital Gardens,B(Compound),7000000.0,42424.24,superlux,Own,
3.0,2 bathroom,3.0,2023.0,Outer,Cash,Hadayek El Mohandeseen,C(BASICS),6500000.0,36111.11,superlux,Own,
1.0,1 bathroom,1.0,2025.0,Outer,Installments,قلب الأحياء عنوان,C(BASICS),3672000.0,51000.0,superlux,Own,
3.0,2 bathroom,3.0,2025.0,Outer,Cash,Almaqsad Park,B(Compound),3307000.0,24496.3,superlux,Own,
3.0,2 bathroom,5.0,2025.0,Outer,Cash,شارع مكرم عبيد,C(BASICS),5250000.0,30000.0,superlux,Own,
1.0,2 bathroom,4.0,2028.0,Outer,Cash or Installments,Zamoon Compound,B(Compound),2107500.0,42150.0,semi,Investment,4762000.0
2.0,1 bathroom,4.0,2028.0,Outer,Cash or Installments,Zamoon Compound,B(Compound),3490500.0,38783.33,semi,Investment,7849000.0
2.0,2 bathroom,3.0,2021.0,Outer,Cash,Madinaty,C(BASICS),4600000.0,47916.67,superlux,Own,
3.0,3 bathroom,1.0,2028.0,Outer,Cash or Installments,Ahmed Zewail Rdapartment,C(BASICS),4495000.0,31000.0,without,Investment,6840000.0
3.0,2 bathroom,7.0,2013.0,Outer,Cash,شارع الملك فيصل,C(BASICS),2950000.0,16388.89,superlux,Own,
3.0,3 bathroom,2.0,2028.0,Inner,Cash or Installments,Ahmed Zewail Rd,C(BASICS),4898000.0,31000.0,without,Investment,7740000.0
3.0,2 bathroom,1.0,2027.0,Inner,Cash or Installments,Ahmed Zewail Rd,C(BASICS),3053250.0,25657.56,semi,Investment,5175000.0
3.0,1 bathroom,2.0,2015.0,Outer,Cash,Other Neighborhoods In,C(BASICS),2800000.0,22400.0,superlux,Own,
4.0,3 bathroom,2.0,2026.0,Inner,Cash or Installments,Fourth Neighborhood,C(BASICS),6100000.0,28372.09,semi,Own,
1.0,1 bathroom,3.0,2028.0,Inner,Cash or Installments,Elysium Compound,B(Compound),4000000.0,40000.0,semi,Investment,9342000.0
3.0,3 bathroom,2.0,2029.0,Inner,Cash or Installments,Ravie Compound,B(Compound),5188238.0,36029.43,without,Investment,11494000.0
3.0,2 bathroom,2.0,2025.0,Inner,Cash,التجمع,C(BASICS),3800000.0,29230.77,superlux,Own,
2.0,2 bathroom,5.0,2029.0,Outer,Cash or Installments,Hap Town Compound,B(Compound),15000000.0,90909.09,without,Investment,32989000.0
